Date,DA_Prices_DE
2024-01-21 00:00:00,"66,83"
2024-01-21 01:00:00,"57,55"
2024-01-21 02:00:00,"55,15"
2024-01-21 03:00:00,"50,89"
2024-01-21 04:00:00,"48,51"
2024-01-21 05:00:00,"47,45"
2024-01-21 06:00:00,"45,53"
2024-01-21 07:00:00,"43,96"
2024-01-21 08:00:00,"51,36"
2024-01-21 09:00:00,"54,36"
2024-01-21 10:00:00,"46,06"
2024-01-21 11:00:00,"48,67"
2024-01-21 12:00:00,"38,48"
2024-01-21 13:00:00,"37,69"
2024-01-21 14:00:00,"44,30"
2024-01-21 15:00:00,"49,04"
2024-01-21 16:00:00,"49,83"
2024-01-21 17:00:00,"56,65"
2024-01-21 18:00:00,"61,45"
2024-01-21 19:00:00,"58,64"
2024-01-21 20:00:00,"51,50"
2024-01-21 21:00:00,"52,46"
2024-01-21 22:00:00,"50,39"
2024-01-21 23:00:00,"39,46"
2024-01-22 00:00:00,"36,66"
2024-01-22 01:00:00,"22,24"
2024-01-22 02:00:00,"18,62"
2024-01-22 03:00:00,"5,04"
2024-01-22 04:00:00,"5,06"
2024-01-22 05:00:00,"20,00"
2024-01-22 06:00:00,"40,50"
2024-01-22 07:00:00,"60,47"
2024-01-22 08:00:00,"66,48"
2024-01-22 09:00:00,"57,58"
2024-01-22 10:00:00,"61,55"
2024-01-22 11:00:00,"60,60"
2024-01-22 12:00:00,"56,92"
2024-01-22 13:00:00,"56,72"
2024-01-22 14:00:00,"58,23"
2024-01-22 15:00:00,"59,73"
2024-01-22 16:00:00,"59,99"
2024-01-22 17:00:00,"70,94"
2024-01-22 18:00:00,"77,35"
2024-01-22 19:00:00,"71,99"
2024-01-22 20:00:00,"66,65"
2024-01-22 21:00:00,"57,00"
2024-01-22 22:00:00,"55,89"
2024-01-22 23:00:00,"49,88"
2024-01-23 00:00:00,"16,23"
2024-01-23 01:00:00,"10,10"
2024-01-23 02:00:00,"9,37"
2024-01-23 03:00:00,"4,17"
2024-01-23 04:00:00,"10,22"
2024-01-23 05:00:00,"39,23"
2024-01-23 06:00:00,"59,76"
2024-01-23 07:00:00,"76,42"
2024-01-23 08:00:00,"69,82"
2024-01-23 09:00:00,"69,93"
2024-01-23 10:00:00,"59,97"
2024-01-23 11:00:00,"59,80"
2024-01-23 12:00:00,"59,14"
2024-01-23 13:00:00,"59,43"
2024-01-23 14:00:00,"62,70"
2024-01-23 15:00:00,"74,63"
2024-01-23 16:00:00,"78,95"
2024-01-23 17:00:00,"81,59"
2024-01-23 18:00:00,"84,51"
2024-01-23 19:00:00,"74,55"
2024-01-23 20:00:00,"61,95"
2024-01-23 21:00:00,"53,74"
2024-01-23 22:00:00,"45,36"
2024-01-23 23:00:00,"33,26"
2024-01-25 00:00:00,"44,34"
2024-01-25 01:00:00,"45,06"
2024-01-25 02:00:00,"43,34"
2024-01-25 03:00:00,"44,92"
2024-01-25 04:00:00,"46,22"
2024-01-25 05:00:00,"52,38"
2024-01-25 06:00:00,"69,10"
2024-01-25 07:00:00,"77,65"
2024-01-25 08:00:00,"91,87"
2024-01-25 09:00:00,"87,97"
2024-01-25 10:00:00,"83,95"
2024-01-25 11:00:00,"78,66"
2024-01-25 12:00:00,"74,95"
2024-01-25 13:00:00,"77,86"
2024-01-25 14:00:00,"87,07"
2024-01-25 15:00:00,"93,91"
2024-01-25 16:00:00,"102,46"
2024-01-25 17:00:00,"123,38"
2024-01-25 18:00:00,"115,54"
2024-01-25 19:00:00,"98,79"
2024-01-25 20:00:00,"91,07"
2024-01-25 21:00:00,"86,31"
2024-01-25 22:00:00,"80,43"
2024-01-25 23:00:00,"75,16"
2024-01-26 00:00:00,"62,80"
2024-01-26 01:00:00,"62,00"
2024-01-26 02:00:00,"58,49"
2024-01-26 03:00:00,"57,73"
2024-01-26 04:00:00,"57,07"
2024-01-26 05:00:00,"52,16"
2024-01-26 06:00:00,"59,37"
2024-01-26 07:00:00,"71,12"
2024-01-26 08:00:00,"76,59"
2024-01-26 09:00:00,"70,58"
2024-01-26 10:00:00,"61,61"
2024-01-26 11:00:00,"59,14"
2024-01-26 12:00:00,"52,28"
2024-01-26 13:00:00,"46,47"
2024-01-26 14:00:00,"49,28"
2024-01-26 15:00:00,"50,11"
2024-01-26 16:00:00,"52,74"
2024-01-26 17:00:00,"60,70"
2024-01-26 18:00:00,"58,75"
2024-01-26 19:00:00,"64,96"
2024-01-26 20:00:00,"58,78"
2024-01-26 21:00:00,"62,02"
2024-01-26 22:00:00,"59,58"
2024-01-26 23:00:00,"57,08"
2024-01-27 00:00:00,"55,50"
2024-01-27 01:00:00,"55,03"
2024-01-27 02:00:00,"56,21"
2024-01-27 03:00:00,"55,05"
2024-01-27 04:00:00,"55,74"
2024-01-27 05:00:00,"56,83"
2024-01-27 06:00:00,"59,07"
2024-01-27 07:00:00,"65,91"
2024-01-27 08:00:00,"75,29"
2024-01-27 09:00:00,"72,56"
2024-01-27 10:00:00,"60,06"
2024-01-27 11:00:00,"56,61"
2024-01-27 12:00:00,"55,84"
2024-01-27 13:00:00,"53,88"
2024-01-27 14:00:00,"59,72"
2024-01-27 15:00:00,"72,44"
2024-01-27 16:00:00,"83,62"
2024-01-27 17:00:00,"93,37"
2024-01-27 18:00:00,"95,95"
2024-01-27 19:00:00,"92,53"
2024-01-27 20:00:00,"84,42"
2024-01-27 21:00:00,"76,07"
2024-01-27 22:00:00,"75,97"
2024-01-27 23:00:00,"72,70"
